lineNum,countryCode,year,sex,sport,sportcode,goldInSport,silverInSport,bronzeInSport,goldInSportCode,silverInSportCode,bronzeInSportCode,goldInSportCodeSex,silverInSportCodeSex,bronzeInSportCodeSex,athletesBaseThisYear,athletesCodeThisYear,athletesSexThisYear,athletesBothThisYear,athletesLastYear,athletesCodeLastYear,athletesSexLastYear,athletesBothLastYear
7292,128,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7293,128,31,1,44,64,0,0,0,0,0,1,0,0,1,0,0,0,0,63,3,23,1
7294,128,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7295,128,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7296,129,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7297,129,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7298,129,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7299,129,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1
7300,129,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7301,129,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7302,129,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1
7303,129,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7304,129,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
7305,129,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7306,129,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7307,129,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7308,129,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7309,129,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7310,129,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7311,129,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7312,129,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7313,129,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7314,129,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7315,129,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7316,129,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
7317,129,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
7318,129,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
7319,129,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
7320,129,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
7321,129,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7322,129,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7323,129,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7324,129,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7325,129,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7326,129,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
7327,129,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0
7328,129,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7329,129,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7330,129,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7331,129,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7332,129,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7333,129,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7334,129,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7335,129,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1
7336,129,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7337,129,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7338,129,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7339,129,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7340,129,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7341,129,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7342,129,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7343,129,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7344,129,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7345,129,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7346,129,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7347,129,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0
7348,129,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7349,129,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7350,129,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7351,129,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7352,129,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0
7353,130,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7354,130,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7355,130,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0
7356,130,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7357,130,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7358,130,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7359,130,31,1,2,6,0,2,0,0,5,0,0,1,0,0,0,0,0,4,1,2,1
7360,130,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7361,130,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7362,130,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7363,130,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7364,130,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7365,130,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7366,130,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7367,130,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7368,130,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7369,130,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7370,130,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0
7371,130,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1
7372,130,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7373,130,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7374,130,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7375,130,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7376,130,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7377,130,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7378,130,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7379,130,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7380,130,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7381,130,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7382,130,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7383,130,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7384,130,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7385,130,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7386,130,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7387,130,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7388,130,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7389,130,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7390,130,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7391,130,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7392,130,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7393,130,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7394,130,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7395,130,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7396,130,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7397,130,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7398,130,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7399,130,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7400,130,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7401,130,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7402,130,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7403,130,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7404,130,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7405,130,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7406,130,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7407,130,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7408,130,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7409,130,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0
7410,131,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7411,131,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7412,131,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7413,131,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7414,131,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7415,131,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7416,131,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7417,131,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7418,131,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7419,131,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7420,131,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7421,131,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7422,131,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7423,131,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7424,131,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7425,131,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7426,131,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7427,131,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7428,131,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7429,131,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7430,131,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7431,131,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7432,131,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7433,131,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7434,131,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7435,131,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7436,131,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7437,131,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7438,131,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7439,131,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7440,131,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7441,131,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7442,131,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7443,131,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7444,131,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7445,131,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7446,131,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7447,131,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7448,131,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7449,131,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7450,131,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7451,131,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7452,131,31,1,31,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7453,131,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7454,131,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7455,131,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7456,131,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7457,131,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7458,131,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7459,131,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7460,131,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7461,131,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7462,131,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7463,131,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7464,131,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7465,131,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7466,131,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7467,132,31,1,0,0,8,2,4,0,0,10,0,0,10,0,0,0,0,212,2,77,0
7468,132,31,1,0,1,8,2,4,0,0,4,0,0,4,0,0,0,0,212,11,77,6
7469,132,31,1,0,2,8,2,4,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7470,132,31,1,0,3,8,2,4,4,3,2,4,1,2,0,0,0,0,212,7,77,1
7471,132,31,1,0,4,8,2,4,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7472,132,31,1,1,5,0,6,2,1,3,4,0,3,4,0,0,0,0,212,4,77,1
7473,132,31,1,2,6,6,4,26,3,3,19,3,2,19,0,0,0,0,212,28,77,11
7474,132,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,212,1,77,1
7475,132,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,135,0
7476,132,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7477,132,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7478,132,31,1,9,15,0,8,2,0,4,1,0,4,1,0,0,0,0,212,12,77,5
7479,132,31,1,9,16,0,8,2,0,0,0,0,0,0,0,0,0,0,212,3,77,3
7480,132,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7481,132,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7482,132,31,1,12,19,0,2,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7483,132,31,1,12,20,0,2,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7484,132,31,1,12,21,0,2,0,0,0,0,0,0,0,0,0,0,0,212,2,77,1
7485,132,31,1,12,22,0,2,0,0,0,0,0,0,0,0,0,0,0,212,3,77,2
7486,132,31,1,12,23,0,2,0,0,1,0,0,1,0,0,0,0,0,212,0,77,0
7487,132,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,135,0
7488,132,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,135,0
7489,132,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,135,0
7490,132,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,135,0
7491,132,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,135,0
7492,132,31,1,14,29,18,8,6,9,4,5,9,4,5,0,0,0,0,212,14,77,14
7493,132,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7494,132,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7495,132,31,1,17,32,4,2,0,4,7,10,2,1,10,0,0,0,0,212,18,77,0
7496,132,31,1,18,33,0,0,0,1,1,0,0,0,0,0,0,0,0,212,0,77,0
7497,132,31,0,19,34,0,1,0,0,1,0,0,1,0,0,0,0,0,212,48,135,42
7498,132,31,0,19,35,0,1,0,0,0,0,0,0,0,0,0,0,0,212,6,135,6
7499,132,31,1,19,36,2,0,8,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7500,132,31,1,20,37,0,0,60,0,0,15,0,0,15,0,0,0,0,212,0,77,0
7501,132,31,1,20,37,0,0,60,0,0,15,0,0,15,0,0,0,0,212,0,77,0
7502,132,31,1,22,39,0,0,2,0,1,3,0,0,3,0,0,0,0,212,5,77,3
7503,132,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7504,132,31,1,25,42,0,0,2,0,1,1,0,0,1,0,0,0,0,212,3,77,1
7505,132,31,1,29,46,8,8,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7506,132,31,1,29,47,8,8,0,4,4,4,4,4,4,0,0,0,0,212,6,77,4
7507,132,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7508,132,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7509,132,31,1,31,50,0,6,8,2,5,4,0,3,4,0,0,0,0,212,0,77,0
7510,132,31,1,32,51,2,0,4,4,3,4,1,0,4,0,0,0,0,212,11,77,3
7511,132,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7512,132,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,212,2,77,1
7513,132,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7514,132,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7515,132,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,212,3,77,2
7516,132,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7517,132,31,1,39,58,0,2,2,1,1,1,0,1,1,0,0,0,0,212,7,77,7
7518,132,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7519,132,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7520,132,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7521,132,31,1,44,64,2,2,4,3,2,3,1,1,3,0,0,0,0,212,10,77,5
7522,132,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7523,132,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,77,0
7524,133,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7525,133,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7526,133,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7527,133,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,2
7528,133,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7529,133,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7530,133,31,1,2,6,0,0,2,0,1,1,0,0,1,0,0,0,0,7,1,4,1
7531,133,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7532,133,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7533,133,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7534,133,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7535,133,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7536,133,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7537,133,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7538,133,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7539,133,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7540,133,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7541,133,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7542,133,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7543,133,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7544,133,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7545,133,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7546,133,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7547,133,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7548,133,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7549,133,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7550,133,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7551,133,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7552,133,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7553,133,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7554,133,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7555,133,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7556,133,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7557,133,31,1,20,37,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,4,0
7558,133,31,1,20,37,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,4,0
7559,133,31,1,22,39,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,4,0
7560,133,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7561,133,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7562,133,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7563,133,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7564,133,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7565,133,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7566,133,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7567,133,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0
7568,133,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7569,133,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7570,133,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7571,133,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7572,133,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7573,133,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7574,133,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7575,133,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
7576,133,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7577,133,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7578,133,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7579,133,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7580,133,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7581,134,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
7582,134,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
7583,134,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
7584,134,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0
