lineNum,countryCode,year,sex,sport,sportcode,goldInSport,silverInSport,bronzeInSport,goldInSportCode,silverInSportCode,bronzeInSportCode,goldInSportCodeSex,silverInSportCodeSex,bronzeInSportCodeSex,athletesBaseThisYear,athletesCodeThisYear,athletesSexThisYear,athletesBothThisYear,athletesLastYear,athletesCodeLastYear,athletesSexLastYear,athletesBothLastYear,goldThisYear,silverThisYear,bronzeThisYear
7075,124,31,1,3,7,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7076,124,31,0,4,8,0,0,0,0,0,0,0,0,0,48,0,29,0,48,0,29,0,0,0,0
7077,124,31,1,5,10,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7078,124,31,1,5,11,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7079,124,31,1,9,15,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7080,124,31,1,9,16,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7081,124,31,1,10,17,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7082,124,31,1,11,18,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7083,124,31,1,12,19,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7084,124,31,1,12,20,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7085,124,31,1,12,21,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7086,124,31,1,12,22,0,0,0,0,0,0,0,0,0,48,2,19,0,48,2,19,0,0,0,0
7087,124,31,1,12,23,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7088,124,31,0,13,24,0,0,0,0,0,0,0,0,0,48,0,29,0,48,0,29,0,0,0,0
7089,124,31,0,13,25,0,0,0,0,0,0,0,0,0,48,0,29,0,48,0,29,0,0,0,0
7090,124,31,0,13,26,0,0,0,0,0,0,0,0,0,48,0,29,0,48,0,29,0,0,0,0
7091,124,31,0,13,27,0,0,0,0,0,0,0,0,0,48,0,29,0,48,0,29,0,0,0,0
7092,124,31,0,13,28,0,0,0,0,0,0,0,0,0,48,0,29,0,48,0,29,0,0,0,0
7093,124,31,1,14,29,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7094,124,31,1,15,30,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7095,124,31,1,16,31,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7096,124,31,1,17,32,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7097,124,31,1,18,33,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7098,124,31,0,19,34,0,0,0,0,0,0,0,0,0,48,0,29,0,48,0,29,0,0,0,0
7099,124,31,0,19,35,0,0,0,0,0,0,0,0,0,48,0,29,0,48,0,29,0,0,0,0
7100,124,31,1,19,36,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7101,124,31,1,20,37,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7102,124,31,1,20,37,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7103,124,31,1,22,39,0,4,2,1,5,6,0,2,6,48,20,19,5,48,20,19,5,0,0,1
7104,124,31,1,24,41,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7105,124,31,1,25,42,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7106,124,31,1,29,46,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7107,124,31,1,29,47,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7108,124,31,1,30,48,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7109,124,31,1,30,49,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7110,124,31,1,31,50,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7111,124,31,1,32,51,0,2,2,0,1,1,0,1,1,48,8,19,2,48,8,19,2,0,0,0
7112,124,31,1,33,52,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7113,124,31,1,34,53,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7114,124,31,1,35,54,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7115,124,31,1,36,55,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7116,124,31,1,37,56,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7117,124,31,1,38,57,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7118,124,31,1,39,58,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7119,124,31,1,40,59,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7120,124,31,1,42,61,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7121,124,31,1,42,62,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7122,124,31,1,44,64,0,0,0,0,0,0,0,0,0,48,10,19,7,48,10,19,7,0,0,0
7123,124,31,1,45,65,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7124,124,31,1,45,66,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7125,125,31,1,0,0,0,0,10,0,0,0,0,0,0,121,2,41,0,121,2,41,0,0,0,0
7126,125,31,1,0,1,0,0,10,0,0,1,0,0,1,121,18,41,0,121,18,41,0,0,0,0
7127,125,31,1,0,2,0,0,10,0,0,0,0,0,0,121,5,41,0,121,5,41,0,0,0,0
7128,125,31,1,0,3,0,0,10,2,6,9,0,0,9,121,11,41,1,121,11,41,1,0,0,0
7129,125,31,1,0,4,0,0,10,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7130,125,31,1,1,5,0,0,0,0,0,0,0,0,0,121,1,41,1,121,1,41,1,0,0,0
7131,125,31,1,2,6,2,4,8,2,2,7,1,2,7,121,7,41,3,121,7,41,3,0,0,0
7132,125,31,1,3,7,0,0,0,0,0,0,0,0,0,121,1,41,0,121,1,41,0,0,0,0
7133,125,31,0,4,8,0,0,0,0,0,0,0,0,0,121,0,80,0,121,0,80,0,0,0,0
7134,125,31,1,5,10,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7135,125,31,1,5,11,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7136,125,31,1,9,15,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7137,125,31,1,9,16,0,0,0,0,0,0,0,0,0,121,6,41,4,121,6,41,4,0,0,0
7138,125,31,1,10,17,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7139,125,31,1,11,18,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7140,125,31,1,12,19,2,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7141,125,31,1,12,20,2,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7142,125,31,1,12,21,2,0,0,0,0,0,0,0,0,121,3,41,2,121,3,41,2,0,0,0
7143,125,31,1,12,22,2,0,0,1,0,0,1,0,0,121,7,41,4,121,7,41,4,0,0,0
7144,125,31,1,12,23,2,0,0,0,0,0,0,0,0,121,3,41,0,121,3,41,0,0,0,0
7145,125,31,0,13,24,0,0,0,0,0,0,0,0,0,121,0,80,0,121,0,80,0,0,0,0
7146,125,31,0,13,25,0,0,0,0,0,0,0,0,0,121,0,80,0,121,0,80,0,0,0,0
7147,125,31,0,13,26,0,0,0,0,0,0,0,0,0,121,0,80,0,121,0,80,0,0,0,0
7148,125,31,0,13,27,0,0,0,0,0,0,0,0,0,121,0,80,0,121,0,80,0,0,0,0
7149,125,31,0,13,28,0,0,0,0,0,0,0,0,0,121,0,80,0,121,0,80,0,0,0,0
7150,125,31,1,14,29,2,0,4,1,7,5,1,0,5,121,0,41,0,121,0,41,0,0,0,1
7151,125,31,1,15,30,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7152,125,31,1,16,31,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7153,125,31,1,17,32,0,0,0,0,13,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7154,125,31,1,18,33,0,0,0,2,1,0,0,0,0,121,3,41,2,121,3,41,2,0,0,0
7155,125,31,0,19,34,0,0,0,0,0,0,0,0,0,121,6,80,0,121,6,80,0,0,0,0
7156,125,31,0,19,35,0,0,0,0,0,0,0,0,0,121,0,80,0,121,0,80,0,0,0,0
7157,125,31,1,19,36,0,0,0,0,0,0,0,0,0,121,1,41,0,121,1,41,0,0,0,0
7158,125,31,1,20,37,0,0,0,0,22,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7159,125,31,1,20,37,0,0,0,0,22,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7160,125,31,1,22,39,0,4,2,2,3,3,0,2,3,121,12,41,3,121,12,41,3,0,0,0
7161,125,31,1,24,41,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7162,125,31,1,25,42,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7163,125,31,1,29,46,0,0,2,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7164,125,31,1,29,47,0,0,2,0,5,5,0,0,5,121,3,41,3,121,3,41,3,0,0,1
7165,125,31,1,30,48,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7166,125,31,1,30,49,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7167,125,31,1,31,50,0,0,0,8,5,2,0,0,2,121,9,41,2,121,9,41,2,0,0,0
7168,125,31,1,32,51,0,0,0,1,2,5,0,0,5,121,10,41,4,121,10,41,4,0,0,1
7169,125,31,1,33,52,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7170,125,31,1,34,53,0,0,2,0,0,3,0,0,3,121,2,41,1,121,2,41,1,0,0,0
7171,125,31,1,35,54,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7172,125,31,1,36,55,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7173,125,31,1,37,56,0,0,0,0,0,0,0,0,0,121,2,41,1,121,2,41,1,0,0,0
7174,125,31,1,38,57,0,0,0,0,0,0,0,0,0,121,1,41,1,121,1,41,1,0,0,0
7175,125,31,1,39,58,0,0,0,0,2,0,0,0,0,121,2,41,1,121,2,41,1,0,0,0
7176,125,31,1,40,59,2,0,0,1,0,0,1,0,0,121,4,41,2,121,4,41,2,0,0,0
7177,125,31,1,42,61,0,0,0,0,0,0,0,0,0,121,2,41,0,121,2,41,0,0,0,0
7178,125,31,1,42,62,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7179,125,31,1,44,64,0,0,0,4,5,2,0,0,2,121,0,41,0,121,0,41,0,0,0,0
7180,125,31,1,45,65,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7181,125,31,1,45,66,0,0,0,0,0,0,0,0,0,121,0,41,0,121,0,41,0,0,0,0
7182,126,31,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7183,126,31,1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7184,126,31,1,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7185,126,31,1,0,3,0,0,0,0,0,0,0,0,0,3,2,2,1,3,2,2,1,0,0,0
7186,126,31,1,0,4,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7187,126,31,1,1,5,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7188,126,31,1,2,6,0,0,0,0,0,0,0,0,0,3,1,2,1,3,1,2,1,0,0,0
7189,126,31,1,3,7,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7190,126,31,0,4,8,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
7191,126,31,1,5,10,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7192,126,31,1,5,11,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7193,126,31,1,9,15,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7194,126,31,1,9,16,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7195,126,31,1,10,17,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7196,126,31,1,11,18,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7197,126,31,1,12,19,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7198,126,31,1,12,20,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7199,126,31,1,12,21,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7200,126,31,1,12,22,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7201,126,31,1,12,23,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7202,126,31,0,13,24,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
7203,126,31,0,13,25,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
7204,126,31,0,13,26,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
7205,126,31,0,13,27,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
7206,126,31,0,13,28,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
7207,126,31,1,14,29,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7208,126,31,1,15,30,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7209,126,31,1,16,31,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7210,126,31,1,17,32,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7211,126,31,1,18,33,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7212,126,31,0,19,34,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
7213,126,31,0,19,35,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,1,0,0,0,0
7214,126,31,1,19,36,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7215,126,31,1,20,37,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7216,126,31,1,20,37,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7217,126,31,1,22,39,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7218,126,31,1,24,41,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7219,126,31,1,25,42,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7220,126,31,1,29,46,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7221,126,31,1,29,47,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7222,126,31,1,30,48,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7223,126,31,1,30,49,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7224,126,31,1,31,50,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7225,126,31,1,32,51,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7226,126,31,1,33,52,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7227,126,31,1,34,53,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7228,126,31,1,35,54,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7229,126,31,1,36,55,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7230,126,31,1,37,56,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7231,126,31,1,38,57,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7232,126,31,1,39,58,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7233,126,31,1,40,59,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7234,126,31,1,42,61,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7235,126,31,1,42,62,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7236,126,31,1,44,64,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7237,126,31,1,45,65,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7238,126,31,1,45,66,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,2,0,0,0,0
7239,127,31,1,0,0,2,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7240,127,31,1,0,1,2,0,0,0,0,0,0,0,0,63,2,23,0,63,2,23,0,0,0,0
7241,127,31,1,0,2,2,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7242,127,31,1,0,3,2,0,0,1,0,0,1,0,0,63,14,23,3,63,14,23,3,0,0,0
7243,127,31,1,0,4,2,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7244,127,31,1,1,5,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7245,127,31,1,2,6,0,2,0,3,2,1,0,1,1,63,11,23,7,63,11,23,7,0,0,0
7246,127,31,1,3,7,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7247,127,31,0,4,8,0,0,0,0,0,0,0,0,0,63,0,40,0,63,0,40,0,0,0,0
7248,127,31,1,5,10,0,0,0,0,0,4,0,0,4,63,4,23,0,63,4,23,0,0,0,1
7249,127,31,1,5,11,0,0,0,0,0,35,0,0,35,63,0,23,0,63,0,23,0,0,0,0
7250,127,31,1,9,15,0,0,0,0,0,0,0,0,0,63,7,23,0,63,7,23,0,0,0,0
7251,127,31,1,9,16,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7252,127,31,1,10,17,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7253,127,31,1,11,18,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7254,127,31,1,12,19,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7255,127,31,1,12,20,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7256,127,31,1,12,21,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7257,127,31,1,12,22,0,0,0,0,0,0,0,0,0,63,1,23,1,63,1,23,1,0,0,0
7258,127,31,1,12,23,0,0,0,0,0,0,0,0,0,63,3,23,1,63,3,23,1,0,0,0
7259,127,31,0,13,24,0,0,0,0,0,0,0,0,0,63,0,40,0,63,0,40,0,0,0,0
7260,127,31,0,13,25,0,0,0,0,0,0,0,0,0,63,0,40,0,63,0,40,0,0,0,0
7261,127,31,0,13,26,0,0,0,0,0,0,0,0,0,63,0,40,0,63,0,40,0,0,0,0
7262,127,31,0,13,27,0,0,0,0,0,0,0,0,0,63,0,40,0,63,0,40,0,0,0,0
7263,127,31,0,13,28,0,0,0,0,0,0,0,0,0,63,0,40,0,63,0,40,0,0,0,0
7264,127,31,1,14,29,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7265,127,31,1,15,30,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7266,127,31,1,16,31,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7267,127,31,1,17,32,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7268,127,31,1,18,33,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7269,127,31,0,19,34,0,0,0,0,0,0,0,0,0,63,3,40,3,63,3,40,3,0,0,0
7270,127,31,0,19,35,0,0,0,0,0,0,0,0,0,63,0,40,0,63,0,40,0,0,0,0
7271,127,31,1,19,36,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7272,127,31,1,20,37,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7273,127,31,1,20,37,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7274,127,31,1,22,39,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7275,127,31,1,24,41,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7276,127,31,1,25,42,2,2,0,1,3,1,1,1,1,63,2,23,2,63,2,23,2,0,0,0
7277,127,31,1,29,46,0,0,10,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7278,127,31,1,29,47,0,0,10,0,2,5,0,0,5,63,8,23,5,63,8,23,5,0,0,1
7279,127,31,1,30,48,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7280,127,31,1,30,49,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7281,127,31,1,31,50,0,2,0,0,1,0,0,1,0,63,2,23,1,63,2,23,1,0,0,0
7282,127,31,1,32,51,2,0,0,1,0,0,1,0,0,63,0,23,0,63,0,23,0,0,0,0
7283,127,31,1,33,52,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7284,127,31,1,34,53,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7285,127,31,1,35,54,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7286,127,31,1,36,55,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7287,127,31,1,37,56,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7288,127,31,1,38,57,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7289,127,31,1,39,58,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7290,127,31,1,40,59,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7291,127,31,1,42,61,0,0,0,0,0,0,0,0,0,63,2,23,2,63,2,23,2,0,0,0
7292,127,31,1,42,62,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7293,127,31,1,44,64,0,0,0,0,0,1,0,0,1,63,3,23,1,63,3,23,1,0,0,0
7294,127,31,1,45,65,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7295,127,31,1,45,66,0,0,0,0,0,0,0,0,0,63,0,23,0,63,0,23,0,0,0,0
7296,128,31,1,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7297,128,31,1,0,1,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7298,128,31,1,0,2,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7299,128,31,1,0,3,0,0,0,0,0,0,0,0,0,5,2,3,1,5,2,3,1,0,0,0
7300,128,31,1,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7301,128,31,1,1,5,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7302,128,31,1,2,6,0,0,0,0,0,0,0,0,0,5,1,3,1,5,1,3,1,0,0,0
7303,128,31,1,3,7,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7304,128,31,0,4,8,0,0,0,0,0,0,0,0,0,5,0,2,0,5,0,2,0,0,0,0
7305,128,31,1,5,10,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7306,128,31,1,5,11,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7307,128,31,1,9,15,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7308,128,31,1,9,16,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7309,128,31,1,10,17,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7310,128,31,1,11,18,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7311,128,31,1,12,19,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7312,128,31,1,12,20,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7313,128,31,1,12,21,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7314,128,31,1,12,22,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7315,128,31,1,12,23,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7316,128,31,0,13,24,0,0,0,0,0,0,0,0,0,5,0,2,0,5,0,2,0,0,0,0
7317,128,31,0,13,25,0,0,0,0,0,0,0,0,0,5,0,2,0,5,0,2,0,0,0,0
7318,128,31,0,13,26,0,0,0,0,0,0,0,0,0,5,0,2,0,5,0,2,0,0,0,0
7319,128,31,0,13,27,0,0,0,0,0,0,0,0,0,5,0,2,0,5,0,2,0,0,0,0
7320,128,31,0,13,28,0,0,0,0,0,0,0,0,0,5,0,2,0,5,0,2,0,0,0,0
7321,128,31,1,14,29,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7322,128,31,1,15,30,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7323,128,31,1,16,31,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7324,128,31,1,17,32,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7325,128,31,1,18,33,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7326,128,31,0,19,34,0,0,0,0,0,0,0,0,0,5,0,2,0,5,0,2,0,0,0,0
7327,128,31,0,19,35,0,0,0,0,0,0,0,0,0,5,0,2,0,5,0,2,0,0,0,0
7328,128,31,1,19,36,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7329,128,31,1,20,37,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7330,128,31,1,20,37,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7331,128,31,1,22,39,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7332,128,31,1,24,41,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7333,128,31,1,25,42,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
7334,128,31,1,29,46,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,3,0,0,0,0
